task1	task2	thisN	thisTrialN	thisRepN	T0	T2	T1	lagT0	lagT1	lagT2	responseT1	responseT2	related	dist	key_resp_T1.keys	key_resp_T1.corr	key_resp_T2.keys	key_resp_T2.corr	key_resp_T2.rt	key_resp_T2.duration	press_to_continue.keys	press_to_continue.rt	press_to_continue.duration	key_resp_T1.rt	key_resp_T1.duration	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	trial.thisRepN	trial.thisTrialN	trial.thisN	trial.thisIndex	trials_T0_context.thisRepN	trials_T0_context.thisTrialN	trials_T0_context.thisN	trials_T0_context.thisIndex	trials_T1.thisRepN	trials_T1.thisTrialN	trials_T1.thisN	trials_T1.thisIndex	trials_T2.thisRepN	trials_T2.thisTrialN	trials_T2.thisN	trials_T2.thisIndex	thisRow.t	notes	instructions.started	text_instructions.started	key_resp.started	instructions.stopped	key_resp.keys	key_resp.rt	key_resp.duration	settings.started	settings.stopped	T0_context.started	context_word.started	blankContext.started	context_word.stopped	blankContext.stopped	T0_context.stopped	distractors_T0_T2.started	distractors_T0_T2.stopped	text_distractors_2.started	T1_number.started	text_T1.started	T1_number.stopped	distractors_T1.started	distractors_T1.stopped	T2_probe.started	text_T2.started	T2_probe.stopped	Ask_T1.started	Ask_T1.stopped	trial.key_resp_T1.keys	trial.key_resp_T1.corr	Ask_T2.started	blankT2_1.started	blankT2_1.stopped	text_T2ask.started	key_resp_T2.started	Ask_T2.stopped	trial.key_resp_T2.keys	trial.key_resp_T2.corr	trial.key_resp_T2.rt	trial.key_resp_T2.duration	text_distractors.started	text_distractors_2.stopped	text_T2.stopped	rest.started	text.started	press_to_continue.started	text.stopped	rest.stopped	block.press_to_continue.keys	block.press_to_continue.rt	block.press_to_continue.duration	text_T1.stopped	text_distractors.stopped	blankT1_1.started	text_T1ask.started	key_resp_T1.started	blankT1_1.stopped	trial.key_resp_T1.rt	trial.key_resp_T1.duration	participant	order [1: single-dual or 2: dual-single]	date	expName	psychopyVersion	frameRate	expStart	Column1
single	dual	1	1	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	ZTFYDXH												0	4	4	4	0	15	15	15					0	1	1	0					1,81369E+16																							1,81368E+16	1,81376E+16																		1,81369E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	ZJTSHFP												0	4	4	4	0	15	15	15					0	2	2	3					1,81378E+16																							1,81376E+16	1,81384E+16																		1,81378E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	GQKRPDL												0	4	4	4	0	15	15	15					0	3	3	5					1,81386E+16																							1,81385E+16	1,81393E+16																		1,81386E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	YGLMSFQ												0	4	4	4	0	15	15	15					0	4	4	1					1,81394E+15																							1,81393E+16	1,81401E+16																		1,81394E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	HLFPYXK												0	4	4	4	0	15	15	15					0	5	5	4					1,81403E+16																							1,81401E+16	1,81409E+16																		1,81403E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	YGLMSFQ												0	4	4	4	0	15	15	15									0	0	0	1	1,81424E+16																	1,81424E+16	1,81426E+16	1,81424E+16						1,8141E+15	1,81411E+15	1,81418E+15																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	ZTFYDXH												0	4	4	4	0	15	15	15									0	1	1	0	1,81428E+16																	1,81426E+16	1,81434E+16	1,81428E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1	VYKXSPC												0	4	4	4	0	15	15	15									0	2	2	2	1,81436E+16																	1,81435E+16	1,81443E+15	1,81436E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	15	15	0	INSULTO	OFENSAX	6666666	10	7	3	i	i	1		None	0	f	0	3,50647E+16	None						0	4	4	4	0	15	15	15																																									1,81443E+16	1,81443E+16	None	0	1,81443E+16	1,81444E+16	1,81544E+15	1,81544E+15	1,81544E+15	1,81581E+16	f	0	3,50647E+16	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	YGLMSFQ												0	4	4	4	0	16	16	16	0	5	5	0	0	0	0	1					1,81847E+16											1,81582E+16	1,81583E+16	1,81681E+14	1,81683E+16	1,81786E+16	1,8178E+16	1,81823E+16	1,81831E+16	1,81825E+16	1,81832E+15	1,81833E+15	1,8184E+16	1,81846E+15	1,81848E+16																		1,81847E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	ZTFYDXH												0	4	4	4	0	16	16	16					0	1	1	0					1,8185E+15																							1,81848E+16	1,81856E+15																		1,8185E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	YNPLRQW												0	4	4	4	0	16	16	16									0	0	0	7	1,81871E+16																	1,81871E+16	1,81873E+16	1,81871E+16						1,81857E+16	1,81858E+16	1,81865E+15																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	YGLMSFQ												0	4	4	4	0	16	16	16									0	1	1	1	1,81875E+16																	1,81873E+16	1,81881E+16	1,81875E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	VYKXSPC												0	4	4	4	0	16	16	16									0	2	2	2	1,81883E+16																	1,81881E+16	1,8189E+16	1,81883E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	ZJTSHFP												0	4	4	4	0	16	16	16									0	3	3	3	1,81891E+16																	1,8189E+15	1,81898E+16	1,81891E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	ZTFYDXH												0	4	4	4	0	16	16	16									0	4	4	0	1,819E+15																	1,81898E+16	1,81906E+16	1,819E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	GQKRPDL												0	4	4	4	0	16	16	16									0	5	5	5	1,81908E+15																	1,81906E+16	1,81915E+16	1,81908E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	6	6	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	VFDMHQS												0	4	4	4	0	16	16	16									0	6	6	8	1,81916E+16																	1,81915E+16	1,81923E+15	1,81916E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	7	7	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	WMYFTGJ												0	4	4	4	0	16	16	16									0	7	7	6	1,81925E+16																	1,81923E+16	1,81931E+16	1,81925E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	8	8	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	HLFPYXK												0	4	4	4	0	16	16	16									0	8	8	4	1,81933E+16																	1,81932E+16	1,8194E+16	1,81933E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	9	9	0	USADO	DISCURSO	5555555	7	3	10	p	p	0	HQTYPJM												0	4	4	4	0	16	16	16									0	9	9	9	1,81941E+16																	1,8194E+15	1,81948E+16	1,81941E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	16	16	0	USADO	DISCURSO	5555555	7	3	10	p	p	0		None	0	j	0	8,07658E+15	None						0	4	4	4	0	16	16	16																																									1,81949E+16	1,81949E+16	None	0	1,81949E+16	1,8195E+15	1,8205E+16	1,8205E+16	1,8205E+16	1,82132E+15	j	0	8,07658E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	ZTFYDXH												0	4	4	4	0	17	17	17	0	8	8	8	0	0	0	0					1,82422E+16											1,82132E+16	1,82133E+15	1,82233E+15	1,82233E+15	1,82349E+14	1,82332E+15	1,82398E+16	1,82407E+15	1,824E+16	1,82407E+16	1,82408E+16	1,82415E+16	1,82421E+16	1,82423E+16																		1,82422E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	YGLMSFQ												0	4	4	4	0	17	17	17					0	1	1	1					1,82425E+16																							1,82423E+16	1,82432E+16																		1,82425E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	ZTFYDXH												0	4	4	4	0	17	17	17									0	0	0	0	1,82447E+15																	1,82446E+16	1,82448E+16	1,82447E+15						1,82433E+16	1,82433E+15	1,8244E+16																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	YGLMSFQ												0	4	4	4	0	17	17	17									0	1	1	1	1,8245E+16																	1,82448E+16	1,82457E+16	1,8245E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	GQKRPDL												0	4	4	4	0	17	17	17									0	2	2	5	1,82458E+16																	1,82457E+16	1,82465E+16	1,82458E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	ZJTSHFP												0	4	4	4	0	17	17	17									0	3	3	3	1,82466E+16																	1,82465E+16	1,82473E+16	1,82466E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	HLFPYXK												0	4	4	4	0	17	17	17									0	4	4	4	1,82475E+16																	1,82473E+16	1,82482E+16	1,82475E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	VYKXSPC												0	4	4	4	0	17	17	17									0	5	5	2	1,82483E+16																	1,82482E+16	1,8249E+16	1,82483E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	6	6	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0	WMYFTGJ												0	4	4	4	0	17	17	17									0	6	6	6	1,82492E+16																	1,8249E+16	1,82498E+16	1,82492E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	17	17	0	OCEANO	XXZOOXX	8888888	10	3	7	i	p	0		None	0	j	0	2,56855E+16	None						0	4	4	4	0	17	17	17																																									1,82499E+16	1,82499E+16	None	0	1,82499E+16	1,825E+16	1,826E+16	1,826E+16	1,826E+16	1,82627E+16	j	0	2,56855E+16	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	GQKRPDL												0	4	4	4	0	18	18	18	0	5	5	5	0	0	0	0					1,82893E+16											1,82627E+16	1,82628E+16	1,82727E+16	1,82728E+16	1,82832E+16	1,82825E+16	1,82869E+16	1,82877E+15	1,8287E+15	1,82877E+16	1,82878E+16	1,82885E+16	1,82892E+16	1,82892E+15																																					Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	ZJTSHFP												0	4	4	4	0	18	18	18									0	0	0	3	1,82907E+16																	1,82907E+16	1,82908E+15	1,82907E+16						1,82892E+16	1,82893E+16	1,829E+16																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	WFXQGMY												0	4	4	4	0	18	18	18									0	1	1	11	1,8291E+16																	1,82909E+16	1,82917E+16	1,8291E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	WMYFTGJ												0	4	4	4	0	18	18	18									0	2	2	6	1,82918E+16																	1,82917E+16	1,82925E+16	1,82918E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	YNPLRQW												0	4	4	4	0	18	18	18									0	3	3	7	1,82927E+16																	1,82925E+16	1,82933E+16	1,82927E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	YGLMSFQ												0	4	4	4	0	18	18	18									0	4	4	1	1,82935E+16																	1,82934E+16	1,82942E+15	1,82935E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	GQKRPDL												0	4	4	4	0	18	18	18									0	5	5	5	1,82943E+15																	1,82942E+16	1,8295E+16	1,82943E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	6	6	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	HLFPYXK												0	4	4	4	0	18	18	18									0	6	6	4	1,82952E+16																	1,8295E+15	1,82958E+16	1,82952E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	7	7	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	VFDMHQS												0	4	4	4	0	18	18	18									0	7	7	8	1,8296E+15																	1,82959E+15	1,82967E+15	1,8296E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	8	8	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	TJRHKVF												0	4	4	4	0	18	18	18									0	8	8	10	1,82968E+15																	1,82967E+16	1,82975E+16	1,82968E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	9	9	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	ZTFYDXH												0	4	4	4	0	18	18	18									0	9	9	0	1,82977E+16																	1,82975E+16	1,82983E+16	1,82977E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	10	10	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	HQTYPJM												0	4	4	4	0	18	18	18									0	10	10	9	1,82985E+15																	1,82984E+16	1,82992E+16	1,82985E+15																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	11	11	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0	VYKXSPC												0	4	4	4	0	18	18	18									0	11	11	2	1,82993E+16																	1,82992E+16	1,83E+15	1,82993E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	18	18	0	TERNERO	PIERNAX	8888888	7	1	12	i	p	0		None	0	j	0	2,13659E+16	None						0	4	4	4	0	18	18	18																																									1,83001E+16	1,83001E+16	None	0	1,83001E+15	1,83002E+16	1,83102E+16	1,83102E+16	1,83102E+16	1,83124E+16	j	0	2,13659E+16	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	VYKXSPC												0	4	4	4	0	19	19	19	0	8	8	0	0	0	0	2					1,83414E+15											1,83124E+16	1,83125E+15	1,83224E+16	1,83225E+16	1,83329E+15	1,83322E+16	1,83391E+16	1,83399E+16	1,83392E+15	1,834E+16	1,834E+16	1,83407E+16	1,83413E+16	1,83415E+16																		1,83414E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	YGLMSFQ												0	4	4	4	0	19	19	19					0	1	1	1					1,83417E+15																							1,83416E+16	1,83424E+16																		1,83417E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	ZJTSHFP												0	4	4	4	0	19	19	19					0	2	2	3					1,83425E+16																							1,83424E+16	1,83432E+16																		1,83425E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	ZTFYDXH												0	4	4	4	0	19	19	19					0	3	3	0					1,83434E+16																							1,83432E+15	1,8344E+16																		1,83434E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	GQKRPDL												0	4	4	4	0	19	19	19					0	4	4	5					1,83442E+16																							1,8344E+15	1,83449E+16																		1,83442E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	HLFPYXK												0	4	4	4	0	19	19	19					0	5	5	4					1,8345E+16																							1,83449E+15	1,83457E+16																		1,8345E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	ZTFYDXH												0	4	4	4	0	19	19	19									0	0	0	0	1,83472E+16																	1,83472E+15	1,83474E+15	1,83472E+16						1,83458E+16	1,83459E+16	1,83465E+16																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	YGLMSFQ												0	4	4	4	0	19	19	19									0	1	1	1	1,83475E+14																	1,83474E+15	1,83482E+16	1,83475E+14																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1	VYKXSPC												0	4	4	4	0	19	19	19									0	2	2	2	1,83484E+16																	1,83482E+16	1,8349E+15	1,83484E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	19	19	0	CÁLIDO	XCALORX	3333333	10	7	3	p	i	1		None	0	f	0	3,64944E+15	None						0	4	4	4	0	19	19	19																																									1,83491E+15	1,83491E+16	None	0	1,83491E+16	1,83492E+16	1,83592E+16	1,83592E+16	1,83592E+16	1,83629E+16	f	0	3,64944E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	ZTFYDXH												0	4	4	4	0	20	20	20	0	5	5	3	0	0	0	0					1,83894E+15											1,83629E+16	1,8363E+16	1,8373E+16	1,8373E+16	1,83836E+16	1,83829E+15	1,83871E+16	1,83879E+15	1,83872E+15	1,8388E+15	1,83881E+16	1,83887E+15	1,83894E+16	1,83896E+15																		1,83894E+15	1,83856E+16																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	YGLMSFQ												0	4	4	4	0	20	20	20					0	1	1	1					1,83897E+15																							1,83896E+16	1,83904E+16																		1,83897E+15																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	ZJTSHFP												0	4	4	4	0	20	20	20					0	2	2	3					1,83906E+16																							1,83904E+16	1,83912E+16																		1,83906E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	VYKXSPC												0	4	4	4	0	20	20	20					0	3	3	2					1,83914E+16																							1,83912E+16	1,83921E+16																		1,83914E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	HLFPYXK												0	4	4	4	0	20	20	20					0	4	4	4					1,83922E+16																							1,83921E+15	1,83929E+16																		1,83922E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	GQKRPDL												0	4	4	4	0	20	20	20					0	5	5	5					1,83931E+16																							1,83929E+16	1,83937E+16																		1,83931E+16																			Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	0	0	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	VYKXSPC												0	4	4	4	0	20	20	20									0	0	0	2	1,83953E+16																	1,83952E+16	1,83954E+16	1,83953E+16						1,83938E+16	1,83939E+15	1,83946E+16																																		Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	1	1	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	ZJTSHFP												0	4	4	4	0	20	20	20									0	1	1	3	1,83956E+16																	1,83954E+16	1,83962E+16	1,83956E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	2	2	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	HLFPYXK												0	4	4	4	0	20	20	20									0	2	2	4	1,83964E+16																	1,83962E+16	1,83971E+16	1,83964E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	3	3	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	ZTFYDXH												0	4	4	4	0	20	20	20									0	3	3	0	1,83972E+16																	1,83971E+16	1,83979E+16	1,83972E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	4	4	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	YGLMSFQ												0	4	4	4	0	20	20	20									0	4	4	1	1,83981E+16																	1,83979E+16	1,83987E+15	1,83981E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	5	5	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0	GQKRPDL												0	4	4	4	0	20	20	20									0	5	5	5	1,83989E+16																	1,83987E+16	1,83996E+16	1,83989E+16																																										Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
single	dual	20	20	0	PUÑO	PAYASOX	8888888	7	7	6	i	p	0		None	0	j	0	7,00551E+15	None						0	4	4	4	0	20	20	20																																									1,83996E+16	1,83996E+16	None	0	1,83996E+16	1,83997E+16	1,84097E+16	1,84097E+16	1,84097E+16	1,84169E+15	j	0	7,00551E+15	None																				Prueba_Conductual_1	1	2024-09-08_19h04.40.217	AB	202421	6,00199E+15	2024-09-08 19h05.17.898834 +0200	
